,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Is Holiday Period,Month,Profit Percentage
505,5201-1,2013-07-15,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Low,Barrel Sharpener,Office Supplies,Small Box,Regular Air,17-07-2013,1.46,$3.57,2.11,8.0,$82.11,1%,$7.39,74.72,$4.17,$78.89,False,2013-07,144.5205479452055
506,5202-1,2014-02-07,Logan Haushalter,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Emerson Stylus 1520 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,16-02-2014,315.61,$500.97,185.36,31.0,"$28,799.52",6%,"$2,303.97",26599.55,$69.30,"$26,725.06",False,2014-02,58.730711954627544
507,5202-1,2015-07-12,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,Low,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,13-07-2015,3.14,$4.91,1.77,19.0,$16.20,8%,$0.76,15.3,$0.50,$26.33,False,2015-07,56.36942675159236
508,5202-1,2013-08-08,Harold Ryan,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Critical,Economy Rollaway Files,Technology,Small Box,Regular Air,09-08-2013,67.73,$165.20,97.47,42.0,"$1,363.12",7%,$27.26,1335.86,$19.99,"$1,342.36",False,2013-08,143.9096412225011
509,5202-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 474 Labels,Technology,Small Box,Regular Air,31-05-2015,1.84,$2.88,1.04,14.0,$89.44,5%,$4.45,84.97,$0.99,$87.46,False,2015-05,56.52173913043478
510,5202-1,2013-05-09,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Apex Straight Scissors,Office Supplies,Small Box,Express Air,11-05-2013,5.19,$12.98,7.79,33.0,$163.62,8%,$1.64,168.02,$3.14,$168.93,False,2013-05,150.09633911368013
511,5202-1,2014-07-30,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,High,Fluorescent Highlighters by DrawIt,Office Supplies,Small Box,Regular Air,31-07-2014,1.95,$3.98,2.03,3.0,$26.60,0%,$0.17,23.69,$0.83,$24.39,False,2014-07,104.10256410256409
512,5202-1,2015-03-18,Don Miller,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,19-03-2015,2.29,$3.69,1.4,10.0,$139.86,6%,$4.39,142.65,$0.50,$144.45,False,2015-03,61.135371179039296
513,5202-1,2013-08-09,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,TechSavi Internet Navigator Keyboard,Office Supplies,Wrap Bag,Regular Air,16-08-2013,6.51,$30.98,24.47,4.0,"$1,363.12",2%,$27.26,1335.86,$6.50,"$1,342.36",False,2013-08,375.8832565284178
514,5203-1,2013-08-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,13-08-2013,1.94,$3.08,1.14,33.0,$23.08,3%,$2.25,22.15,$0.99,$22.23,False,2013-08,58.762886597938135
515,5204-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,31-03-2013,1.84,$2.88,1.04,2.0,$25.80,10%,$0.19,23.69,$0.99,$24.09,True,2013-03,56.52173913043478
516,5204-1,2013-07-22,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,23-07-2013,1.59,$2.61,1.02,23.0,$23.98,2%,$0.83,22.63,$0.50,$23.43,False,2013-07,64.15094339622641
517,5204-1,2013-08-15,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Critical,Smiths Standard Envelopes,Technology,Small Box,Express Air,16-08-2013,3.52,$5.68,2.16,42.0,$236.60,7%,$2.67,234.01,$1.39,$256.43,False,2013-08,61.36363636363637
518,5205-1,2014-04-10,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,12-04-2014,1.19,$1.98,0.79,42.0,$80.96,4%,$5.67,75.22,$4.77,$86.52,False,2014-04,66.38655462184875
519,5205-1,2015-03-25,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,Artisan 48 Labels,Technology,Small Pack,Express Air,27-03-2015,3.84,$6.30,2.46,37.0,$239.50,0%,$2.69,233.19,$0.50,$234.95,False,2015-03,64.0625
520,5206-1,2015-09-27,Anthony Johnson,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,29-09-2015,278.99,$449.99,171.0,50.0,"$19,999.50",9%,"$1,939.97",17299.72,$49.00,"$17,324.01",False,2015-09,61.2925194451414
521,5206-1,2013-05-26,Denny Ordway,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,26-05-2013,4.53,$7.30,2.77,27.0,$264.68,6%,$18.52,246.08,$7.72,$243.52,False,2013-05,61.147902869757175
522,5206-1,2013-07-04,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,05-07-2013,1.6,$2.62,1.02,38.0,$53.40,3%,$2.79,51.09,$0.80,$54.39,False,2013-07,63.74999999999999
523,5206-1,2014-10-20,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Medium,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,22-10-2014,278.99,$449.99,171.0,43.0,"$13,049.75",3%,$31.40,13979.72,$49.00,"$16,104.64",False,2014-10,61.2925194451414
524,5206-1,2015-04-28,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,High,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Regular Air,30-04-2015,1.09,$1.82,0.73,26.0,$48.23,10%,$2.89,45.94,$1.00,$46.26,True,2015-04,66.97247706422019
525,5206-1,2014-11-23,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,27-11-2014,278.99,$449.99,171.0,19.0,"$17,599.60",0%,$919.93,17279.62,$49.00,"$17,304.11",False,2014-11,61.2925194451414
526,5207-1,2014-09-17,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,18-09-2014,2.25,$3.69,1.44,35.0,$140.60,10%,$5.64,136.01,$2.50,$144.00,False,2014-09,64.0
527,5207-1,2014-10-22,Kelly Collister,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,Technology,Small Box,Regular Air,23-10-2014,5.33,$8.60,3.27,9.0,$514.88,10%,$11.04,477.58,$6.19,$482.53,False,2014-10,61.350844277673545
528,5208-1,2015-03-25,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,27-03-2015,2.29,$3.69,1.4,41.0,$253.46,3%,$24.33,227.61,$0.50,$231.25,False,2015-03,61.135371179039296
529,5208-1,2013-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,09-05-2013,4.53,$7.30,2.77,6.0,$285.60,2%,$27.36,253.04,$7.72,$256.64,False,2013-05,61.147902869757175
530,5208-1,2014-12-26,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,OIC Thumb-Tacks,Furniture,Large Box,Regular Air,29-12-2014,0.71,$1.14,0.43,44.0,$22.92,8%,$0.63,22.65,$0.70,$22.36,True,2014-12,60.56338028169014
531,5208-1,2015-07-27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,Smiths Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,31-07-2015,3.95,$6.08,2.13,23.0,$239.84,1%,$12.59,239.65,$1.82,$234.33,False,2015-07,53.92405063291139
532,5209-1,2015-01-09,Katrina Willman,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,11-01-2015,1.94,$3.08,1.14,7.0,$16.29,10%,$1.47,22.85,$0.99,$22.93,False,2015-01,58.762886597938135
533,5209-1,2013-03-31,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Binder Clips by OIC,Office Supplies,Small Box,Express Air,31-03-2013,0.93,$1.48,0.55,30.0,$28.12,8%,$2.53,25.59,$0.70,$26.29,True,2013-03,59.13978494623656
534,5209-1,2013-08-11,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,12-08-2013,0.93,$1.48,0.55,42.0,$23.16,0%,$2.63,21.92,$0.70,$22.83,False,2013-08,59.13978494623656
535,5209-1,2013-05-08,Frank Price,"224A Gertrule St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,10-05-2013,4.59,$7.28,2.69,30.0,$165.32,8%,$5.25,145.97,$11.15,$146.35,False,2013-05,58.605664488017425
536,5211-1,2014-01-08,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Multimedia Mailers,Office Supplies,Small Box,Regular Air,10-01-2014,99.39,$162.93,63.54,39.0,"$6,132.40",3%,$58.03,5765.4,$19.99,"$5,667.00",True,2014-01,63.92997283428916
537,5211-1,2015-11-28,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,30-11-2015,3.32,$5.18,1.86,41.0,$123.20,1%,$1.27,116.83,$2.04,$117.29,False,2015-11,56.02409638554218
538,5211-1,2013-09-04,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,05-09-2013,3.32,$5.18,1.86,21.0,$45.94,0%,$2.95,43.53,$2.04,$43.97,False,2013-09,56.02409638554218
539,5212-1,2014-08-11,Adrian Hane,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,13-08-2014,8.92,$29.74,20.82,18.0,$575.56,4%,$33.97,568.55,$6.64,$568.55,False,2014-08,233.40807174887894
540,5212-1,2013-05-15,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,16-05-2013,1.18,$1.88,0.7,25.0,$59.70,2%,$1.08,59.84,$1.49,$60.46,False,2013-05,59.32203389830508
541,5212-1,2013-06-26,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,High,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,27-06-2013,6.51,$30.98,24.47,48.0,$329.96,10%,$38.01,325.16,$6.50,$336.05,False,2013-06,375.8832565284178
542,5212-1,2015-01-12,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,NSW,Consumer,Tina Carlton,High,Binder Posts,Office Supplies,Small Box,Regular Air,13-01-2015,3.5,$5.74,2.24,13.0,$73.70,3%,$2.69,74.59,$5.01,$77.68,False,2015-01,64.0
543,5212-1,2014-03-12,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Pack,Regular Air,13-03-2014,1.31,$2.84,1.53,29.0,$59.96,3%,$0.00,59.94,$0.93,$60.67,False,2014-03,116.79389312977099
544,5213-1,2013-08-15,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Express Air,16-08-2013,1.31,$2.84,1.53,39.0,$36.92,6%,$0.37,36.55,$0.93,$37.48,False,2013-08,116.79389312977099
545,5213-1,2013-07-18,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,20-07-2013,1.31,$2.84,1.53,1.0,$37.92,2%,$0.37,36.55,$0.93,$37.48,False,2013-07,116.79389312977099
546,5213-1,2014-05-03,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,07-05-2014,1.31,$2.84,1.53,24.0,$36.92,5%,$1.69,36.55,$0.93,$37.46,False,2014-05,116.79389312977099
547,5213-1,2013-08-24,Lisa Hizard,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Home Office,Yvette Biti,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,27-08-2013,1.31,$2.84,1.53,43.0,$36.92,3%,$0.37,36.55,$0.93,$37.46,False,2013-08,116.79389312977099
548,5214-1,2015-02-14,Ralph Arnett,"88 Oxford St,Woollahra",Sydney,NSW,Consumer,Charlie Bui,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,15-02-2015,1.59,$2.61,1.02,42.0,$20.60,0%,$1.42,29.3,$0.50,$29.40,False,2015-02,64.15094339622641
549,5214-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,17-08-2013,2.52,$4.00,1.48,8.0,$164.00,9%,$3.28,160.72,$1.30,$162.02,False,2013-08,58.730158730158735
550,5215-1,2015-08-26,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Multimedia Mailers,Office Supplies,Wrap Bag,Express Air,01-08-2015,99.39,$162.93,63.54,35.0,"$5,493.96",10%,$44.04,4454.72,$19.99,"$4,474.52",False,2015-08,63.92997283428916
551,5215-1,2015-05-01,Corintar Huige,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Xit Blank Computer Paper,Furniture,Small Pack,Regular Air,02-05-2015,12.39,$19.98,7.59,10.0,$471.48,1%,$21.53,420.85,$5.77,$435.55,True,2015-05,61.25907990314769
552,5215-1,2014-03-06,Delfina Latchford,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,07-03-2014,2.39,$4.26,1.87,45.0,$347.72,0%,$34.58,322.7,$1.20,$30.20,False,2014-03,78.24267782426779
553,5215-1,2015-08-31,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Small Box,Express Air,01-09-2015,54.29,$90.48,36.19,34.0,"$5,494.58",3%,$49.01,4116.05,$19.99,"$4,706.88",False,2015-08,66.66052680051574
554,5216-1,2013-07-27,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,29-07-2013,1.31,$2.84,1.53,46.0,$28.92,9%,$2.36,26.59,$0.93,$27.89,False,2013-07,116.79389312977099
555,5216-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,31-03-2013,1.92,$3.26,1.34,29.0,$21.92,7%,$0.27,22.33,$1.86,$22.63,True,2013-03,69.79166666666667
556,5216-1,2013-11-23,Justin Hirsh,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,24-11-2013,3.42,$8.34,4.92,40.0,$156.00,5%,$13.48,142.58,$2.64,$143.78,False,2013-11,143.859649122807
557,5216-1,2015-03-16,Khith Dawkins,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,17-03-2015,3.84,$6.30,2.46,29.0,$136.69,7%,$9.66,137.93,$0.50,$134.95,False,2015-03,64.0625
558,5216-1,2015-02-04,Dan Lawela,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,07-02-2015,1.6,$2.62,1.02,47.0,$56.92,3%,$3.42,53.52,$0.80,$55.00,False,2015-02,63.74999999999999
559,5216-1,2013-08-20,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Medium,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,Express Air,22-08-2013,3.47,$6.68,3.21,30.0,$33.40,5%,$3.01,30.39,$1.50,$31.89,False,2013-08,92.50720461095099
560,5218-1,2014-09-07,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,07-09-2014,1.6,$2.62,1.02,15.0,$85.36,3%,$5.36,84.96,$0.80,$84.85,False,2014-09,63.74999999999999
561,5218-1,2013-11-17,Eugene Barchas,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 479 Labels,Office Supplies,Small Pack,Express Air,17-11-2013,1.59,$2.61,1.02,45.0,$182.83,2%,$0.00,182.83,$0.50,$189.84,False,2013-11,64.15094339622641
562,5218-1,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Beekin 6 Outlet Metallic Surge Strip,Technology,Small Box,Express Air,21-01-2015,4.46,$10.89,6.43,34.0,$161.90,7%,$1.75,162.05,$4.50,$162.57,True,2015-01,144.17040358744396
563,5218-1,2013-08-22,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Economy Rollaway Files,Office Supplies,Wrap Bag,Regular Air,24-08-2013,67.73,$165.20,97.47,41.0,"$3,799.60",7%,$265.97,3533.63,$19.99,"$3,553.62",False,2013-08,143.9096412225011
564,5218-1,2013-07-21,Adam Shillingsburg,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,Medium,Economy Rollaway Files,Office Supplies,Wrap Bag,Regular Air,23-07-2013,67.73,$165.20,97.47,3.0,"$3,799.60",10%,$325.97,3533.63,$19.99,"$3,553.62",False,2013-07,143.9096412225011
565,5218-1,2013-03-14,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Small Business,Phoebe Gour,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Wrap Bag,Regular Air,16-03-2013,56.16,$136.98,80.82,28.0,$396.50,8%,$0.00,397.06,$24.49,$305.20,False,2013-03,143.9102564102564
566,5219-1,2016-06-20,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Cando PC940 Copier,Technology,Medium Box,Regular Air,23-06-2016,278.99,$449.99,171.0,8.0,$338.56,9%,$3.54,325.1,$49.00,$336.92,False,2016-06,61.2925194451414
567,5219-1,2014-01-17,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,20-01-2014,3.52,$5.68,2.16,47.0,$136.70,10%,$9.36,123.84,$1.39,$124.56,False,2014-01,61.36363636363637
568,5219-1,2014-01-13,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,18-01-2014,16.8,$40.97,24.17,10.0,$467.22,1%,$42.05,424.17,$8.99,$436.85,False,2014-01,143.86904761904762
569,5219-1,2013-12-10,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Express Air,12-12-2013,1.31,$2.84,1.53,19.0,$40.00,7%,$4.00,36.6,$0.93,$37.69,False,2013-12,116.79389312977099
570,5219-1,2014-02-23,Mathew Reese,"27 Greenfield Parade,Bankstown",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Smiths Standard Envelopes,Technology,Small Pack,Regular Air,24-02-2014,3.52,$5.68,2.16,21.0,$199.88,1%,$10.95,149.63,$1.39,$140.76,False,2014-02,61.36363636363637
571,5219-1,2015-05-29,Cindy Schnelling,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,31-05-2015,56.16,$136.98,80.82,12.0,$359.60,2%,$3.58,339.55,$24.49,$393.93,False,2015-05,143.9102564102564
572,5220-1,2013-06-20,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,21-06-2013,3.52,$5.68,2.16,34.0,$184.75,3%,$9.72,174.87,$1.39,$174.66,False,2013-06,61.36363636363637
573,5220-1,2015-10-13,Clytie Kelty,"8 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Radhya Staples,Medium,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,15-10-2015,36.02,$58.10,22.08,50.0,$542.88,10%,$22.49,524.77,$1.49,$538.52,False,2015-10,61.29927817878955
574,5220-1,2013-10-02,May Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Deluxe Rollaway Locking File with Drawer,Technology,Small Box,Regular Air,04-10-2013,178.83,$415.88,237.05,21.0,$833.76,3%,$56.50,764.04,$11.37,$776.58,False,2013-10,132.55605882681877
575,5220-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,13-05-2015,2.5,$5.68,3.18,32.0,$233.68,7%,$13.56,221.0,$3.60,$231.28,False,2015-05,127.2
576,5220-1,2013-10-11,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,13-10-2013,1.6,$2.62,1.02,27.0,$72.42,7%,$0.53,76.19,$0.80,$73.18,False,2013-10,63.74999999999999
577,5221-1,2014-10-11,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Medium,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Technology,Small Box,Regular Air,12-10-2014,21.56,$35.94,14.38,34.0,$574.56,7%,$0.00,553.56,$6.66,$558.75,False,2014-10,66.69758812615956
578,5221-1,2013-08-25,Bruce Degenhardt,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Technology,Jumbo Drum,Delivery Truck,26-08-2013,1.18,$1.88,0.7,12.0,$78.96,6%,$0.00,78.96,$1.49,$80.45,False,2013-08,59.32203389830508
579,5221-1,2015-08-10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Express Air,11-08-2015,2.5,$5.68,3.18,30.0,$129.20,3%,$2.15,123.81,$3.60,$124.83,False,2015-08,127.2
580,5221-1,2014-09-07,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Smiths General Use 3-Ring Binders,Furniture,Large Box,Regular Air,10-09-2014,1.18,$1.88,0.7,2.0,$73.40,7%,$5.34,69.96,$1.49,$70.46,False,2014-09,59.32203389830508
581,5221-1,2014-09-13,Christina Vanderzanden,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Artisan 488 Labels,Office Supplies,Wrap Bag,Regular Air,17-09-2014,2.29,$3.69,1.4,19.0,$125.78,0%,$12.36,121.04,$0.50,$124.52,False,2014-09,61.135371179039296
582,5221-1,2014-07-21,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,23-07-2014,1.09,$2.60,1.51,1.0,$26.90,2%,$0.27,26.63,$2.40,$26.46,False,2014-07,138.5321100917431
